xpath,table,form
/ownershipDocument/ownerSi/signatureDate,form345_owner_signature,4
/ownershipDocument/ownerSi/signatureName,form345_owner_signature,4
/ownershipDocument/derivativeTable/derivativeTransaction/postTr/sharesOwnedFollowingTransaction/value,form345_derivative_transaction,4
/ownershipDocument/derivativeSecurity/underl/underlyingSecurityShares/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/underl/underlyingSecurityTitle/value,form345_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/ownershipNature/natur/value,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionCoding/transaction,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeSecurity/transactionCoding/transactionFor,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/tran/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding/transactionCode/equitySwapInvolved,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/conversi/value,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/ownershipNature/natu/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/natureOfOwnership/value,form345_non_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionAmounts/tran/value,form345_derivative_transaction,4
/ownershipDocument/deriva/transactionCoding/equitySwapInvolved,form345_derivative_security,4
/ownershipDocument/deriva/transactionCoding/transactionCode,form345_derivative_security,4
/ownershipDocument/deriva/transactionCoding/transactionFormType,form345_derivative_security,4
/ownershipDocument/deriva/transactionDate/value,form345_derivative_security,4
/ownershipDocument/derivativeTable/derivativeTransaction/unde/underlyingSecurityShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/unde/underlyingSecurityTitle/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/convers/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/tran/value,form345_derivative_transaction,4
/ownershipDocument/nonDer/securityTitle/value,form345_non_derivative_security,4
/ownershipDocument/nonDer/transactionDate/value,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding/equitySwapI,form345_non_derivative_transaction,4
/ownershipDocument/derivativeSecurity/underlyingSecurity/underl/value,form345_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/own/directOrIndirectOwnership/value,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/sec/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/post/sharesOwnedFollowingTransaction/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionAmounts/tra/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/post/sharesOwnedFollowingTransaction/value,form345_non_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionAmounts/transactionAcquiredDisposedCode/val,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/val,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeSecurity/tran/value,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/postTransactionAmounts/share/value,form345_non_derivative_holding,4
/ownershipDocument/derivativeTable/der/conversionOrExercisePrice/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/der/exerciseDate/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/der/expirationDate/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/der/securityTitle/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/der/transactionCoding/transactionFormType,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/val,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/footnotes/footnote,form345_derivative_footnote,4
/ownershipDocument/derivativeSecurity/underlyingSecurity/unde/value,form345_derivative_security,4
/ownershipDocument/derivativeTable/derivativeHolding/ow/directOrIndirectOwnership/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/und/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/der/transactionCoding/equitySwapInvolved,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/der/transactionCoding/transactionCode,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/der/transactionDate/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/conversionOrExercisePrice/exerciseDate/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/conversionOrExercisePrice/expirationDate/value,form345_derivative_holding,4
/ownershipDocument/derivativeSecurity/ow/directOrIndirectOwnership/value,form345_derivative_security,4
/ownershipDocument/derivativeTransaction/transac/equitySwapInvolved,form345_derivative_transaction,4
/ownershipDocument/derivativeTransaction/transac/transactionCode,form345_derivative_transaction,4
/ownershipDocument/derivativeTransaction/transac/transactionFormType,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/tr/value,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/po/sharesOwnedFollowingTransaction/value,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/tr/equitySwapInvolved,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/tr/transactionCode,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/tr/transactionFormType,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/ownershipNature/di/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding/equitySwap,form345_non_derivative_transaction,4
/ownershipDocument/derivativeSecurity/postTransactionAmounts/sha/value,form345_derivative_security,4
/ownershipDocument/nonDerivativeSecurity/tr/value,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/s/value,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/s/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeSecurity/transactionCoding/transacti,form345_non_derivative_security,4
/ownershipDocument/derivativeTable/derivativeTransaction/postTransactionAmounts/s/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/d/transactionCoding/transactionFormType,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/t/equitySwapInvolved,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/t/transactionCode,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/t/transactionFormType,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/d/transactionCoding/equitySwapInvolved,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/d/transactionCoding/transactionCode,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/d/transactionDate/value,form345_derivative_transaction,4
/ownershipDocument/no/securityTitle/value,form345_non_derivative_security,4
/ownershipDocument/no/transactionCoding/equitySwapInvolved,form345_non_derivative_security,4
/ownershipDocument/no/transactionCoding/transactionCode,form345_non_derivative_security,4
/ownershipDocument/no/transactionCoding/transactionFormType,form345_non_derivative_security,4
/ownershipDocument/no/transactionDate/value,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding/equitySwa,form345_non_derivative_transaction,4
/ownershipDocument/o/signatureDate,form345_owner_signature,4
/ownershipDocument/o/signatureName,form345_owner_signature,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/postTransactionAmounts/sharesOwnedFollowingTransaction/va,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/underlyingSecurity/underlyingSecurityShares/va,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/ownershipNature/directOrIndirectOwnership/va,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/va,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionAmounts/transactionShares,form345_non_derivative_transaction,4
/ownershipDocument/derivativeSecurity/transactionCoding/transac,form345_derivative_security,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/va,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/securityTitle/va,form345_non_derivative_holding,4
/ownershipDocument/derivativeSecurity/value,form345_derivative_security,4
/ownershipDocument/nonDerivativeSecurity/equitySwapInvolved,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding/equity,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/ownershipNature/directOrIndirectOwnership/v,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionAmounts/transactionShares/v,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/v,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/securityTitle/v,form345_non_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionCoding/tra,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeSecurity/nonDerivativeSecurity/transactionCoding/tra,form345_non_derivative_security,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionCoding/eq,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/transactionCoding/eq,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeHolding/securityTitle,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/securityTitle,form345_non_derivative_transaction,4
/ownershipDocument/derivativeSecurity/underlyingSecurity,form345,4
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityTitle,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityShares,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/derivativeHolding/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/nonDerivativeHolding/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/ownershipNature/directOrIndirectOwnership/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/derivativeSecurity/derivativeSecurity/transactionAmounts/transactionAcquiredDisposedCode/footnoteId/@id,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/derivativeSecurity/transactionAmounts/transactionShares/footnoteId/@id,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/derivativeSecurity/conversionOrExercisePrice/footnoteId/@id,form345_derivative_security,4
/ownershipDocument/nonDerivativeTransaction/nonDerivativeTransaction/transactionAmounts/transactionPricePerShare/value,form345_non_derivative_transaction_legacy,4
/ownershipDocument/derivativeSecurity/derivativeSecurity/deemedExecutionDate/value,form345_derivative_security,4
/ownershipDocument/nonDerivativeTransaction/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/nonDerivativeTransaction/ownershipNature/natureOfOwnership/value,form345_non_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionAmounts/transactionShares/transactionPricePerShare/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/ownershipNature/directOrIndirectOwnership/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionAmounts/transactionPricePerShare/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/derivativeHolding/ownershipNature/natureOfOwnership/footnoteId/@id,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/derivativeTransaction/conversionOrExercisePrice/footnoteId/@id,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/expirationDate/ownershipNature/directOrIndirectOwnership/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/expirationDate/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/expirationDate/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/expirationDate/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/securityTitle/ownershipNature/directOrIndirectOwnership/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/securityTitle/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeHolding/securityTitle/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/exerciseDate/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/ownershipNature/directOrIndirectOwnership/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/transactionAmounts/transactionAcquiredDisposedCode/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/transactionAmounts/transactionPricePerShare/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/transactionAmounts/transactionShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/conversionOrExercisePrice/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/postTransactionAmounts/ownershipNature/directOrIndirectOwnership/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/transactionAmounts/transactionAcquiredDisposedCode/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/transactionAmounts/transactionShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/securityTitle/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/exerciseDate/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/transactionAmounts/transactionAcquiredDisposedCode/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/transactionAmounts/transactionPricePerShare/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/transactionAmounts/transactionShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionDate/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/transactionPricePerShare/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/derivativeTransaction/underlyingSecurity/ownershipNature/natureOfOwnership/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/transactionAmounts/transactionPricePerShare/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/exerciseDate/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/ownershipNature/directOrIndirectOwnership/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionAmounts/transactionAcquiredDisposedCode/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionAmounts/transactionPricePerShare/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionAmounts/transactionShares/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeSecurity/derivativeSecurity/transactionAmounts/transactionValue/footnoteId/@id,form345_derivative_security,4
/ownershipDocument/nonDerivativeSecurity/transactionDate/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/expirationDate/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionCoding/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/postTransactionAmounts/ownershipNature/directOrIndirectOwnership/value,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/postTransactionAmounts/ownershipNature/natureOfOwnership/value,form345_non_derivative_holding,4
/ownershipDocument/reportingOwner/nonDerivativeTable/nonDerivativeTransaction/securityTitle/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/deriv/derivativeTransaction/transactionAmounts/transactionPricePerShare/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/n/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/no/nonDerivativeHolding/ownershipNature/natureOfOwnership/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/no/nonDerivativeTransaction/ownershipNature/directOrIndirectOwnership/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/no/nonDerivativeTransaction/transactionAmounts/transactionPricePerShare/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/non/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDeriv/nonDerivativeHolding/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDeriva/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivat/nonDerivativeTransaction/transactionAmounts/transactionShares/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivati/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeT/nonDerivativeTransaction/transactionAmounts/transactionShares/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTab/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDeri/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDeriva/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivati/ownershipNature/directOrIndirectOwnership/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivati/transactionAmounts/transactionShares/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativ/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivative/ownershipNature/natureOfOwnership/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeH/ownershipNature/natureOfOwnership/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHo/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/owne/natureOfOwnership/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeT/ownershipNature/directOrIndirectOwnership/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeT/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTr/transactionAmounts/transactionShares/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTra/transactionAmounts/transactionPricePerShare/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTran/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransa/transactionAmounts/transactionShares/footnoteId/@id,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransac/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransacti/postTransactionAmounts/sharesOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_holding,4
/ownershipDocument/derivativeSecurity/transactionAmounts/ownershipNature/directOrIndirectOwnership/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionAmounts/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionAmounts/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionAmounts/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/ownershipNature/directOrIndirectOwnership/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/transactionAmounts/transactionAcquiredDisposedCode/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/transactionAmounts/transactionShares/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/transactionAmounts/transactionValue/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_security,4
/ownershipDocument/derivativeSecurity/transactionDate/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_security,4
/ownershipDocument/derivativeTable/deri/ownershipNature/directOrIndirectOwnership/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/deri/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/deriva/ownershipNature/directOrIndirectOwnership/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/deriva/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeHold/ownershipNature/directOrIndirectOwnership/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeHold/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeTra/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeTran/ownershipNature/directOrIndirectOwnership/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeTran/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeTransacti/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_table_misc,4
/ownershipDocument/derivativeTable/derivativeTransaction/derivativeHolding/conversionOrExercisePrice/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/derivativeHolding/exerciseDate/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/derivativeHolding/expirationDate/value,form345_derivative_holding,4
/ownershipDocument/derivativeTable/derivativeTransaction/footnotes/footnote/@id,form345_derivative_footnote,4
/ownershipDocument/derivativeTransaction/securityTitle/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/exerciseDate/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/expirationDate/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/securityTitle/value,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionCoding/equitySwapInvolved,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionCoding/transactionCode,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionCoding/transactionFormType,form345_derivative_transaction,4
/ownershipDocument/nonDeriva/derivativeTable/derivativeTransaction/transactionDate/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivative/nonDerivativeTransaction/ownershipNature/directOrIndirectOwnership/value,form345_non_derivative_transaction_legacy,4
/ownershipDocument/nonDerivative/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_non_derivative_transaction_legacy,4
/ownershipDocument/nonDerivative/nonDerivativeTransaction/transactionAmounts/transactionAcquiredDisposedCode/value,form345_non_derivative_transaction_legacy,4
/ownershipDocument/nonDerivative/nonDerivativeTransaction/transactionAmounts/transactionPricePerShare/value,form345_non_derivative_transaction_legacy,4
/ownershipDocument/nonDerivative/nonDerivativeTransaction/transactionAmounts/transactionShares/value,form345_non_derivative_transaction_legacy,4
/ownershipDocument/nonDerivativeSecurity/derivativeSecurity/transactionCoding/footnoteId/@id,form345_derivative_security,4
/ownershipDocument/nonDerivativeSecurity/securityTitle/ownershipNature/natureOfOwnership/value,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeSecurity/transactionAmounts/ownershipNature/natureOfOwnership/value,form345_non_derivative_security,4
